transcript_id,chromosome,gene_id,start,mean,mean_height,var,range,skew,peak_count,peak_location,peak_prominence,peak_width,peak_left,peak_right,entropy,annotated,peak_heights,rank,true_peak
ENSMUST00000193001.2,chr2,ENSMUSG00000104101.2,11687970,0.4418604653328657,1.34375,4.107084910762574,12.0,4.484939036803326,2.0,11.0,1.0,1.9600000000000009,10,11,0.22035233116154795,11687936,1.0,2.0,False
ENSMUST00000078834.12,chr2,ENSMUSG00000023206.17,11709900,1.125,5.636363636363637,12.480342741935484,24.0,3.580823821656862,2.0,0.0,218.0,1.9600000000000009,0,0,0.6635264991161028,11710587,218.0,1.0,False
ENSMUST00000078834.12,chr2,ENSMUSG00000023206.17,11709900,1.125,5.636363636363637,12.480342741935484,24.0,3.580823821656862,2.0,14.0,4.0,5.880000000000003,10,15,0.6635264991161028,11710587,4.0,2.0,False
ENSMUST00000114833.10,chr2,ENSMUSG00000023206.17,11710331,1.699999999254942,1.702127659574468,24.76,27.0,3.4001322069600683,3.0,0.0,68.0,1.9600000000000009,0,0,0.7607877262461936,11710620,68.0,1.0,False
ENSMUST00000114833.10,chr2,ENSMUSG00000023206.17,11710331,1.699999999254942,1.702127659574468,24.76,27.0,3.4001322069600683,3.0,14.0,1.0,1.9600000000000009,13,14,0.7607877262461936,11710620,1.0,2.0,False
ENSMUST00000114833.10,chr2,ENSMUSG00000023206.17,11710331,1.699999999254942,1.702127659574468,24.76,27.0,3.4001322069600683,3.0,26.0,1.0,1.9599999999999937,25,26,0.7607877262461936,11710620,1.0,3.0,False
ENSMUST00000114832.3,chr2,ENSMUSG00000023206.17,11710620,1.5882352944463491,0.7846153846153846,51.69319492502884,45.0,4.911737956286477,4.0,0.0,48.0,1.9600000000000009,0,0,0.2883423283404284,11710658,48.0,1.0,False
ENSMUST00000114832.3,chr2,ENSMUSG00000023206.17,11710620,1.5882352944463491,0.7846153846153846,51.69319492502884,45.0,4.911737956286477,4.0,10.0,1.0,1.9600000000000009,9,10,0.2883423283404284,11710658,1.0,2.0,False
ENSMUST00000114832.3,chr2,ENSMUSG00000023206.17,11710620,1.5882352944463491,0.7846153846153846,51.69319492502884,45.0,4.911737956286477,4.0,27.0,1.0,1.9599999999999937,26,27,0.2883423283404284,11710658,1.0,3.0,False
ENSMUST00000114832.3,chr2,ENSMUSG00000023206.17,11710620,1.5882352944463491,0.7846153846153846,51.69319492502884,45.0,4.911737956286477,4.0,44.0,1.0,1.9599999999999937,43,44,0.2883423283404284,11710658,1.0,4.0,False
ENSMUST00000334805.1,chr2,ENSMUSG00000136215.1,11866945,3405.2173913046718,0.019182652210175146,527075.5614366729,3577.0,-4.477115337716557,3.0,3559.0,49.0,4.5300000000002,3557,3562,1.1788309411619335,11866830,49.0,1.0,False
ENSMUST00000334805.1,chr2,ENSMUSG00000136215.1,11866945,3405.2173913046718,0.019182652210175146,527075.5614366729,3577.0,-4.477115337716557,3.0,0.0,3.0,1.9600000000000009,0,0,1.1788309411619335,11866830,3.0,2.0,False
ENSMUST00000334805.1,chr2,ENSMUSG00000136215.1,11866945,3405.2173913046718,0.019182652210175146,527075.5614366729,3577.0,-4.477115337716557,3.0,3576.0,1.0,1.9600000000000364,3575,3576,1.1788309411619335,11866830,1.0,3.0,False
ENSMUST00000120962.3,chr2,ENSMUSG00000080801.3,12088655,44.96551724150777,3.029850746268657,18.831323254628845,47.0,-6.941244551002306,4.0,46.0,182.0,1.9599999999999937,45,46,0.5663665633866228,12088804,182.0,1.0,False
ENSMUST00000120962.3,chr2,ENSMUSG00000080801.3,12088655,44.96551724150777,3.029850746268657,18.831323254628845,47.0,-6.941244551002306,4.0,35.0,3.0,2.9199999999999946,33,35,0.5663665633866228,12088804,3.0,2.0,False
ENSMUST00000120962.3,chr2,ENSMUSG00000080801.3,12088655,44.96551724150777,3.029850746268657,18.831323254628845,47.0,-6.941244551002306,4.0,0.0,1.0,1.9600000000000009,0,0,0.5663665633866228,12088804,1.0,3.0,False
ENSMUST00000120962.3,chr2,ENSMUSG00000080801.3,12088655,44.96551724150777,3.029850746268657,18.831323254628845,47.0,-6.941244551002306,4.0,21.0,1.0,1.9600000000000009,20,21,0.5663665633866228,12088804,1.0,4.0,False
ENSMUST00000193349.2,chr2,ENSMUSG00000104406.2,12397389,14.289855072274804,1.9166666666666667,6.698592732619199,16.0,-4.187725839433018,2.0,15.0,62.0,1.9600000000000009,14,15,0.5055756896129758,12397295,62.0,1.0,False
ENSMUST00000193349.2,chr2,ENSMUSG00000104406.2,12397389,14.289855072274804,1.9166666666666667,6.698592732619199,16.0,-4.187725839433018,2.0,3.0,1.0,1.9600000000000009,2,3,0.5055756896129758,12397295,1.0,2.0,False
ENSMUST00000117101.3,chr2,ENSMUSG00000083547.3,12426563,12.203883495181799,3.0294117647058822,6.162315015552836,14.0,-3.2038691955852836,2.0,13.0,92.0,1.9600000000000009,12,13,0.5689315337563203,12426838,92.0,1.0,False
ENSMUST00000117101.3,chr2,ENSMUSG00000083547.3,12426563,12.203883495181799,3.0294117647058822,6.162315015552836,14.0,-3.2038691955852836,2.0,2.0,1.0,1.9600000000000009,1,2,0.5689315337563203,12426838,1.0,2.0,False
ENSMUST00000316043.1,chr2,ENSMUSG00000133117.1,13050356,20.319148935377598,4.476190476190476,7.3662290629244,22.0,-4.517652696798133,3.0,21.0,175.0,1.9600000000000009,20,21,0.39651658503814563,13050274,175.0,1.0,False
ENSMUST00000316043.1,chr2,ENSMUSG00000133117.1,13050356,20.319148935377598,4.476190476190476,7.3662290629244,22.0,-4.517652696798133,3.0,10.0,3.0,7.920000000000002,9,16,0.39651658503814563,13050274,3.0,2.0,False
ENSMUST00000316043.1,chr2,ENSMUSG00000133117.1,13050356,20.319148935377598,4.476190476190476,7.3662290629244,22.0,-4.517652696798133,3.0,0.0,1.0,1.9600000000000009,0,0,0.39651658503814563,13050274,1.0,3.0,False
ENSMUST00000193263.2,chr2,ENSMUSG00000103143.2,13041054,0.796650717034936,9.720930232558139,8.185921796662164,23.0,4.2609200568650945,3.0,0.0,380.0,1.9600000000000009,0,0,0.5144880315240613,13040936,380.0,1.0,False
ENSMUST00000193263.2,chr2,ENSMUSG00000103143.2,13041054,0.796650717034936,9.720930232558139,8.185921796662164,23.0,4.2609200568650945,3.0,10.0,6.0,3.8599999999999994,7,10,0.5144880315240613,13040936,7.0,2.0,False
ENSMUST00000193263.2,chr2,ENSMUSG00000103143.2,13041054,0.796650717034936,9.720930232558139,8.185921796662164,23.0,4.2609200568650945,3.0,22.0,1.0,1.9599999999999973,21,22,0.5144880315240613,13040936,1.0,3.0,False
ENSMUST00020181875.1,chr2,ENSMUSG00002074956.1,13231687,0.16666666604578495,1.5,0.4722222222222222,4.0,3.8805700032918744,1.0,0.0,34.0,1.9600000000000009,0,0,0.2145591551764051,13231638,34.0,0.0,False
ENSMUST00000270902.1,chr2,ENSMUSG00000086358.5,13276155,0.44827586226165295,0.9666666666666667,3.1438763376932224,10.0,4.130807176619962,1.0,0.0,27.0,1.9600000000000009,0,0,0.2987580581893401,13276407,27.0,0.0,False
ENSMUST00000245699.2,chr2,ENSMUSG00000086358.5,13276190,0.7022471912205219,4.238095238095238,6.894489332155031,22.0,4.788401846422383,3.0,0.0,161.0,1.9600000000000009,0,0,0.5174972922078899,13276377,161.0,1.0,False
ENSMUST00000245699.2,chr2,ENSMUSG00000086358.5,13276190,0.7022471912205219,4.238095238095238,6.894489332155031,22.0,4.788401846422383,3.0,11.0,2.0,2.9400000000000013,9,11,0.5174972922078899,13276377,2.0,2.0,False
ENSMUST00000245699.2,chr2,ENSMUSG00000086358.5,13276190,0.7022471912205219,4.238095238095238,6.894489332155031,22.0,4.788401846422383,3.0,21.0,1.0,1.9600000000000009,20,21,0.5174972922078899,13276377,1.0,3.0,False
ENSMUST00000270891.1,chr2,ENSMUSG00000086358.5,13276365,0.29292929358780384,2.8285714285714287,2.7929803081318227,15.0,6.711782925204447,2.0,0.0,95.0,1.9600000000000009,0,0,0.2252379844573033,13276426,95.0,1.0,False
ENSMUST00000270891.1,chr2,ENSMUSG00000086358.5,13276365,0.29292929358780384,2.8285714285714287,2.7929803081318227,15.0,6.711782925204447,2.0,14.0,1.0,1.9600000000000009,13,14,0.2252379844573033,13276426,1.0,2.0,False
ENSMUST00000270896.1,chr2,ENSMUSG00000086358.5,13276384,1.2692307699471712,1.9622641509433962,27.60059171597633,33.0,4.851983124631943,2.0,0.0,95.0,1.9600000000000009,0,0,0.43957901520699194,13276413,95.0,1.0,False
ENSMUST00000270896.1,chr2,ENSMUSG00000086358.5,13276384,1.2692307699471712,1.9622641509433962,27.60059171597633,33.0,4.851983124631943,2.0,29.0,2.0,1.9599999999999937,28,29,0.43957901520699194,13276413,2.0,2.0,False
ENSMUST00000270893.1,chr2,ENSMUSG00000086358.5,13276451,166.44649446569383,0.04212653505362972,1034002.2766574527,6413.0,5.97825832034212,3.0,0.0,241.0,1.9600000000000009,0,0,0.6368549272248679,13276427,241.0,1.0,False
ENSMUST00000270893.1,chr2,ENSMUSG00000086358.5,13276451,166.44649446569383,0.04212653505362972,1034002.2766574527,6413.0,5.97825832034212,3.0,6411.0,6.0,2.8599999999996726,6410,6412,0.6368549272248679,13276427,6.0,2.0,False
ENSMUST00000270893.1,chr2,ENSMUSG00000086358.5,13276451,166.44649446569383,0.04212653505362972,1034002.2766574527,6413.0,5.97825832034212,3.0,22.0,2.0,1.9599999999999973,21,22,0.6368549272248679,13276427,2.0,3.0,False
ENSMUST00000270890.1,chr2,ENSMUSG00000086358.5,13276489,13229.01864801906,0.011553999461352006,315690661.38892967,37110.0,0.5985561296314463,3.0,0.0,267.0,1.9600000000000009,0,0,1.3056246758380345,13276436,267.0,1.0,False
ENSMUST00000270890.1,chr2,ENSMUSG00000086358.5,13276489,13229.01864801906,0.011553999461352006,315690661.38892967,37110.0,0.5985561296314463,3.0,37091.0,102.0,9.469702970302023,37090,37099,1.3056246758380345,13276436,102.0,2.0,False
ENSMUST00000270890.1,chr2,ENSMUSG00000086358.5,13276489,13229.01864801906,0.011553999461352006,315690661.38892967,37110.0,0.5985561296314463,3.0,37103.0,1.0,1.4700000000011642,37102,37103,1.3056246758380345,13276436,2.0,3.0,False
ENSMUST00000091436.7,chr2,ENSMUSG00000026726.11,13496121,499.7383966241032,0.45229007633587787,1072.6573020705373,504.0,-14.99255292845823,4.0,503.0,211.0,1.9646666666666306,502,503,0.5990567989587753,13496625,211.0,1.0,False
ENSMUST00000091436.7,chr2,ENSMUSG00000026726.11,13496121,499.7383966241032,0.45229007633587787,1072.6573020705373,504.0,-14.99255292845823,4.0,479.0,2.0,1.9600000000000364,478,479,0.5990567989587753,13496625,2.0,2.0,False
ENSMUST00000091436.7,chr2,ENSMUSG00000026726.11,13496121,499.7383966241032,0.45229007633587787,1072.6573020705373,504.0,-14.99255292845823,4.0,490.0,2.0,2.9600000000000364,489,491,0.5990567989587753,13496625,2.0,3.0,False
ENSMUST00000091436.7,chr2,ENSMUSG00000026726.11,13496121,499.7383966241032,0.45229007633587787,1072.6573020705373,504.0,-14.99255292845823,4.0,0.0,1.0,1.9600000000000009,0,0,0.5990567989587753,13496625,1.0,4.0,False
ENSMUST00000376256.1,chr2,ENSMUSG00000143333.1,13546486,24.285714285448194,3.872340425531915,9.20408163265306,27.0,-5.15026258234906,3.0,25.0,167.0,1.9718787878787865,24,25,0.46399056198489075,13546249,167.0,1.0,False
ENSMUST00000376256.1,chr2,ENSMUSG00000143333.1,13546486,24.285714285448194,3.872340425531915,9.20408163265306,27.0,-5.15026258234906,3.0,0.0,1.0,1.9600000000000009,0,0,0.46399056198489075,13546249,1.0,2.0,False
ENSMUST00000376256.1,chr2,ENSMUSG00000143333.1,13546486,24.285714285448194,3.872340425531915,9.20408163265306,27.0,-5.15026258234906,3.0,15.0,1.0,2.960000000000001,14,16,0.46399056198489075,13546249,1.0,3.0,False
ENSMUST00000326536.1,chr2,ENSMUSG00000134718.1,13580087,18.27956989221275,11.625,6.351948202104288,20.0,-4.106518950373475,2.0,19.0,421.0,1.9600000000000009,18,19,0.5391290657636006,13579819,421.0,1.0,False
ENSMUST00000326536.1,chr2,ENSMUSG00000134718.1,13580087,18.27956989221275,11.625,6.351948202104288,20.0,-4.106518950373475,2.0,5.0,2.0,3.9200000000000017,3,6,0.5391290657636006,13579819,2.0,2.0,False
ENSMUST00000344999.1,chr2,ENSMUSG00000138014.1,14060316,0.38235294073820114,1.096774193548387,3.059688581314879,11.0,4.977645418707316,2.0,0.0,32.0,1.9600000000000009,0,0,0.2644914396281835,14060461,32.0,1.0,False
ENSMUST00000344999.1,chr2,ENSMUSG00000138014.1,14060316,0.38235294073820114,1.096774193548387,3.059688581314879,11.0,4.977645418707316,2.0,10.0,1.0,1.9600000000000009,9,10,0.2644914396281835,14060461,1.0,2.0,False
ENSMUST00000152524.4,chr2,ENSMUSG00000086657.5,14078850,17.92452830262482,1.325,14.145247419010317,20.0,-3.769375694474593,2.0,19.0,48.0,1.9600000000000009,18,19,0.46429854518271113,14078918,48.0,1.0,False
ENSMUST00000152524.4,chr2,ENSMUSG00000086657.5,14078850,17.92452830262482,1.325,14.145247419010317,20.0,-3.769375694474593,2.0,9.0,1.0,1.9600000000000009,8,9,0.46429854518271113,14078918,1.0,2.0,False
ENSMUST00000082290.8,chr2,ENSMUSG00000036949.17,14392987,1.6822429914027452,2.2291666666666665,23.188750109179836,28.0,3.230020000912091,3.0,0.0,91.0,1.97088888888889,0,0,0.8105783315154284,14393209,91.0,1.0,False
ENSMUST00000082290.8,chr2,ENSMUSG00000036949.17,14392987,1.6822429914027452,2.2291666666666665,23.188750109179836,28.0,3.230020000912091,3.0,17.0,2.0,2.9400000000000013,15,17,0.8105783315154284,14393209,2.0,2.0,False
ENSMUST00000082290.8,chr2,ENSMUSG00000036949.17,14392987,1.6822429914027452,2.2291666666666665,23.188750109179836,28.0,3.230020000912091,3.0,27.0,1.0,1.9599999999999937,26,27,0.8105783315154284,14393209,1.0,3.0,False
ENSMUST00000373849.1,chr2,ENSMUSG00000142929.1,14395156,31.25,0.35714285714285715,77.9875,36.0,-2.4986596036466597,3.0,35.0,16.0,1.9599999999999937,34,35,0.777661295762166,14395127,16.0,1.0,False
ENSMUST00000373849.1,chr2,ENSMUSG00000142929.1,14395156,31.25,0.35714285714285715,77.9875,36.0,-2.4986596036466597,3.0,0.0,1.0,1.9600000000000009,0,0,0.777661295762166,14395127,1.0,2.0,False
ENSMUST00000373849.1,chr2,ENSMUSG00000142929.1,14395156,31.25,0.35714285714285715,77.9875,36.0,-2.4986596036466597,3.0,19.0,1.0,1.9600000000000009,18,19,0.777661295762166,14395127,1.0,3.0,False
ENSMUST00000373268.1,chr2,ENSMUSG00000084901.8,14517224,1.5,1.837837837837838,15.044117647058824,17.0,2.6379297753180704,2.0,0.0,57.0,1.9600000000000009,0,0,0.8100927547689118,14517402,57.0,1.0,False
ENSMUST00000373268.1,chr2,ENSMUSG00000084901.8,14517224,1.5,1.837837837837838,15.044117647058824,17.0,2.6379297753180704,2.0,14.0,1.0,5.960000000000001,11,16,0.8100927547689118,14517402,1.0,2.0,False
ENSMUST00000373293.1,chr2,ENSMUSG00000084901.8,14517443,0.5477178432047367,6.17948717948718,4.637764501299908,19.0,5.222987297411742,2.0,0.0,219.0,1.9644954128440375,0,0,0.4980498464934375,14517466,219.0,1.0,False
ENSMUST00000373293.1,chr2,ENSMUSG00000084901.8,14517443,0.5477178432047367,6.17948717948718,4.637764501299908,19.0,5.222987297411742,2.0,18.0,1.0,1.9600000000000009,17,18,0.4980498464934375,14517466,1.0,2.0,False
ENSMUST00000120376.3,chr2,ENSMUSG00000083305.3,14726083,1.483870968222618,0.7045454545454546,21.21748178980229,24.0,3.6078259475086627,2.0,0.0,27.0,1.9600000000000009,0,0,0.5634196115136338,14725944,27.0,1.0,False
ENSMUST00000120376.3,chr2,ENSMUSG00000083305.3,14726083,1.483870968222618,0.7045454545454546,21.21748178980229,24.0,3.6078259475086627,2.0,23.0,1.0,1.9599999999999937,22,23,0.5634196115136338,14725944,1.0,2.0,False
ENSMUST00000194987.2,chr2,ENSMUSG00000103050.2,14742950,27.319371728226542,11.693877551020408,9.550706760596842,29.0,-5.308203247572255,3.0,28.0,537.0,1.9599999999999937,27,28,0.41111204473597535,14742739,537.0,1.0,False
ENSMUST00000194987.2,chr2,ENSMUSG00000103050.2,14742950,27.319371728226542,11.693877551020408,9.550706760596842,29.0,-5.308203247572255,3.0,7.0,2.0,3.9200000000000017,5,8,0.41111204473597535,14742739,2.0,2.0,False
ENSMUST00000194987.2,chr2,ENSMUSG00000103050.2,14742950,27.319371728226542,11.693877551020408,9.550706760596842,29.0,-5.308203247572255,3.0,18.0,2.0,3.460000000000001,16,19,0.41111204473597535,14742739,3.0,3.0,False
ENSMUST00000193800.6,chr2,ENSMUSG00000057914.16,14828903,0.8637532126158476,5.63768115942029,11.793776144751885,49.0,7.9370464506182214,3.0,0.0,349.0,1.9600000000000009,0,0,0.5822942748394386,14828902,349.0,1.0,False
ENSMUST00000193800.6,chr2,ENSMUSG00000057914.16,14828903,0.8637532126158476,5.63768115942029,11.793776144751885,49.0,7.9370464506182214,3.0,14.0,1.0,1.4699999999999989,13,14,0.5822942748394386,14828902,2.0,2.0,False
ENSMUST00000193800.6,chr2,ENSMUSG00000057914.16,14828903,0.8637532126158476,5.63768115942029,11.793776144751885,49.0,7.9370464506182214,3.0,48.0,1.0,1.9599999999999937,47,48,0.5822942748394386,14828902,1.0,3.0,False
ENSMUST00000114719.7,chr2,ENSMUSG00000057914.16,14878480,0.6086956523358822,1.2432432432432432,6.933837429111532,17.0,4.8568524928184305,2.0,0.0,43.0,1.9600000000000009,0,0,0.31273694051467793,14878479,43.0,1.0,False
ENSMUST00000114719.7,chr2,ENSMUSG00000057914.16,14878480,0.6086956523358822,1.2432432432432432,6.933837429111532,17.0,4.8568524928184305,2.0,16.0,1.0,1.9600000000000009,15,16,0.31273694051467793,14878479,1.0,2.0,False
ENSMUST00000028034.15,chr2,ENSMUSG00000026707.16,15054356,13.20909090898931,3.142857142857143,6.183553719008263,15.0,-3.5134338116997905,2.0,14.0,97.0,1.9600000000000009,13,14,0.5860441910168523,15054092,97.0,1.0,False
ENSMUST00000028034.15,chr2,ENSMUSG00000026707.16,15054356,13.20909090898931,3.142857142857143,6.183553719008263,15.0,-3.5134338116997905,2.0,2.0,1.0,2.960000000000001,1,3,0.5860441910168523,15054092,1.0,2.0,False
ENSMUST00000114715.8,chr2,ENSMUSG00000026707.16,15059792,11.69473684206605,2.878787878787879,2.738393351800556,13.0,-5.988598938960834,2.0,12.0,91.0,1.9600000000000009,11,12,0.23294831167387398,15059685,91.0,1.0,False
ENSMUST00000114715.8,chr2,ENSMUSG00000026707.16,15059792,11.69473684206605,2.878787878787879,2.738393351800556,13.0,-5.988598938960834,2.0,2.0,1.0,1.9600000000000009,1,2,0.23294831167387398,15059685,1.0,2.0,False
ENSMUST00000193836.3,chr2,ENSMUSG00000017418.15,15059885,0.6261682249605656,2.891891891891892,7.318193728709931,17.0,4.445888833363814,2.0,0.0,100.0,1.9600000000000009,0,0,0.35597544231303674,15060157,100.0,1.0,False
ENSMUST00000193836.3,chr2,ENSMUSG00000017418.15,15059885,0.6261682249605656,2.891891891891892,7.318193728709931,17.0,4.445888833363814,2.0,16.0,1.0,1.9600000000000009,15,16,0.35597544231303674,15060157,1.0,2.0,False
ENSMUST00000069870.11,chr2,ENSMUSG00000017418.15,15060051,1.1279069762676954,3.017543859649123,18.623174689021095,37.0,5.205049421906645,4.0,0.0,154.0,1.9600000000000009,0,0,0.5862635751728554,15060050,154.0,1.0,False
ENSMUST00000069870.11,chr2,ENSMUSG00000017418.15,15060051,1.1279069762676954,3.017543859649123,18.623174689021095,37.0,5.205049421906645,4.0,13.0,1.0,1.9600000000000009,12,13,0.5862635751728554,15060050,1.0,2.0,False
ENSMUST00000069870.11,chr2,ENSMUSG00000017418.15,15060051,1.1279069762676954,3.017543859649123,18.623174689021095,37.0,5.205049421906645,4.0,23.0,1.0,1.9599999999999937,22,23,0.5862635751728554,15060050,1.0,3.0,False
ENSMUST00000069870.11,chr2,ENSMUSG00000017418.15,15060051,1.1279069762676954,3.017543859649123,18.623174689021095,37.0,5.205049421906645,4.0,36.0,1.0,1.9599999999999937,35,36,0.5862635751728554,15060050,1.0,4.0,False
ENSMUST00000122443.3,chr2,ENSMUSG00000081389.3,15486497,1.916666666045785,0.6,21.326388888888886,20.0,2.670409416669044,2.0,0.0,19.0,1.9600000000000009,0,0,0.8470396385078469,15486722,19.0,1.0,False
ENSMUST00000122443.3,chr2,ENSMUSG00000081389.3,15486497,1.916666666045785,0.6,21.326388888888886,20.0,2.670409416669044,2.0,19.0,1.0,1.9600000000000009,18,19,0.8470396385078469,15486722,1.0,2.0,False
ENSMUST00020183410.1,chr2,ENSMUSG00002076934.1,16965025,23.25581395253539,0.9555555555555556,13.6322336398053,25.0,-5.84463294018255,2.0,24.0,40.0,1.9599999999999937,23,24,0.32968434442478445,16964830,40.0,1.0,False
ENSMUST00020183410.1,chr2,ENSMUSG00002076934.1,16965025,23.25581395253539,0.9555555555555556,13.6322336398053,25.0,-5.84463294018255,2.0,0.0,1.0,1.9600000000000009,0,0,0.32968434442478445,16964830,1.0,2.0,False
ENSMUST00000282368.1,chr2,ENSMUSG00000127438.1,17100014,0.7128027677536011,5.78,8.931358580476765,30.0,5.756587629096252,3.0,0.0,260.0,2.379999999999992,0,1,0.5699120285681574,17099736,260.0,1.0,False
ENSMUST00000282368.1,chr2,ENSMUSG00000127438.1,17100014,0.7128027677536011,5.78,8.931358580476765,30.0,5.756587629096252,3.0,15.0,2.0,1.9600000000000009,14,15,0.5699120285681574,17099736,2.0,2.0,False
ENSMUST00000282368.1,chr2,ENSMUSG00000127438.1,17100014,0.7128027677536011,5.78,8.931358580476765,30.0,5.756587629096252,3.0,29.0,1.0,1.9599999999999937,28,29,0.5699120285681574,17099736,1.0,3.0,False
ENSMUST00000281764.1,chr2,ENSMUSG00000085193.3,17190550,35.37234042584896,1.6206896551724137,36.42519239474875,38.0,-4.526664693619039,3.0,37.0,84.0,1.9599999999999937,36,37,0.5690936603130015,17190326,84.0,1.0,False
ENSMUST00000281764.1,chr2,ENSMUSG00000085193.3,17190550,35.37234042584896,1.6206896551724137,36.42519239474875,38.0,-4.526664693619039,3.0,2.0,1.0,1.9600000000000009,1,2,0.5690936603130015,17190326,1.0,2.0,False
ENSMUST00000281764.1,chr2,ENSMUSG00000085193.3,17190550,35.37234042584896,1.6206896551724137,36.42519239474875,38.0,-4.526664693619039,3.0,24.0,1.0,1.9599999999999937,23,24,0.5690936603130015,17190326,1.0,3.0,False
ENSMUST00000118746.2,chr2,ENSMUSG00000081525.2,17174306,0.88921282812953,6.86,9.812799088815035,30.0,5.092738552100128,3.0,0.0,304.0,1.9600000000000009,0,0,0.6170487912236426,17174035,304.0,1.0,False
ENSMUST00000118746.2,chr2,ENSMUSG00000081525.2,17174306,0.88921282812953,6.86,9.812799088815035,30.0,5.092738552100128,3.0,11.0,2.0,2.6133333333333333,9,11,0.6170487912236426,17174035,3.0,2.0,False
ENSMUST00000118746.2,chr2,ENSMUSG00000081525.2,17174306,0.88921282812953,6.86,9.812799088815035,30.0,5.092738552100128,3.0,29.0,1.0,1.9599999999999937,28,29,0.6170487912236426,17174035,1.0,3.0,False
ENSMUST00000028080.12,chr2,ENSMUSG00000053702.17,17735859,16.062015503644943,3.3947368421052633,8.523285860224746,18.0,-3.694928066140521,2.0,17.0,113.0,1.9600000000000009,16,17,0.6327955175131945,17735855,113.0,1.0,False
ENSMUST00000028080.12,chr2,ENSMUSG00000053702.17,17735859,16.062015503644943,3.3947368421052633,8.523285860224746,18.0,-3.694928066140521,2.0,4.0,1.0,2.960000000000001,3,5,0.6327955175131945,17735855,1.0,2.0,False
ENSMUST00000132418.8,chr2,ENSMUSG00000053702.17,17467751,17.170542635023594,3.3076923076923075,8.017426837329486,19.0,-3.7281426326512075,2.0,18.0,117.0,1.9600000000000009,17,18,0.48953314774658585,17467601,117.0,1.0,False
ENSMUST00000132418.8,chr2,ENSMUSG00000053702.17,17467751,17.170542635023594,3.3076923076923075,8.017426837329486,19.0,-3.7281426326512075,2.0,5.0,1.0,1.9600000000000009,4,5,0.48953314774658585,17467601,1.0,2.0,False
ENSMUST00000310093.1,chr2,ENSMUSG00000132092.1,17599941,0.9090909101068974,5.06,12.857348185411428,30.0,4.911036656769857,3.0,0.0,231.0,1.9600000000000009,0,0,0.5214595700913758,17599982,231.0,1.0,False
ENSMUST00000310093.1,chr2,ENSMUSG00000132092.1,17599941,0.9090909101068974,5.06,12.857348185411428,30.0,4.911036656769857,3.0,18.0,1.0,2.960000000000001,17,19,0.5214595700913758,17599982,1.0,2.0,False
ENSMUST00000310093.1,chr2,ENSMUSG00000132092.1,17599941,0.9090909101068974,5.06,12.857348185411428,30.0,4.911036656769857,3.0,29.0,1.0,1.9599999999999937,28,29,0.5214595700913758,17599982,1.0,3.0,False
ENSMUST00000379601.1,chr2,ENSMUSG00000143865.1,17735820,0.9124087579548359,2.6862745098039214,15.45218178912036,31.0,5.416810724491334,3.0,0.0,121.0,1.9681666666666668,0,0,0.5426175895297005,17736048,121.0,1.0,False
ENSMUST00000379601.1,chr2,ENSMUSG00000143865.1,17735820,0.9124087579548359,2.6862745098039214,15.45218178912036,31.0,5.416810724491334,3.0,20.0,2.0,2.9400000000000013,18,20,0.5426175895297005,17736048,2.0,2.0,False
ENSMUST00000379601.1,chr2,ENSMUSG00000143865.1,17735820,0.9124087579548359,2.6862745098039214,15.45218178912036,31.0,5.416810724491334,3.0,30.0,1.0,1.9599999999999937,29,30,0.5426175895297005,17736048,1.0,3.0,False
ENSMUST00000120245.2,chr2,ENSMUSG00000081851.2,17802560,50.062318839132786,9.583333333333334,14.704812014282716,52.0,-6.543601318970679,5.0,51.0,625.0,1.9599999999999937,50,51,0.5783753635209672,17802796,625.0,1.0,False
ENSMUST00000120245.2,chr2,ENSMUSG00000081851.2,17802560,50.062318839132786,9.583333333333334,14.704812014282716,52.0,-6.543601318970679,5.0,28.0,2.0,2.9399999999999977,26,28,0.5783753635209672,17802796,2.0,2.0,False
ENSMUST00000120245.2,chr2,ENSMUSG00000081851.2,17802560,50.062318839132786,9.583333333333334,14.704812014282716,52.0,-6.543601318970679,5.0,40.0,2.0,3.633333333333333,37,40,0.5783753635209672,17802796,4.0,3.0,False
ENSMUST00000120245.2,chr2,ENSMUSG00000081851.2,17802560,50.062318839132786,9.583333333333334,14.704812014282716,52.0,-6.543601318970679,5.0,0.0,1.0,1.9600000000000009,0,0,0.5783753635209672,17802796,1.0,4.0,False
ENSMUST00000120245.2,chr2,ENSMUSG00000081851.2,17802560,50.062318839132786,9.583333333333334,14.704812014282716,52.0,-6.543601318970679,5.0,15.0,1.0,1.9600000000000009,14,15,0.5783753635209672,17802796,1.0,5.0,False
ENSMUST00000354652.1,chr2,ENSMUSG00000054057.4,18028738,4284.664556961507,0.10394736842105264,1027902.7461277572,4540.0,-3.7430566597264265,6.0,4539.0,416.0,2.1666666666660603,4537,4539,0.6607257457955447,18033558,416.0,1.0,False
ENSMUST00000354652.1,chr2,ENSMUSG00000054057.4,18028738,4284.664556961507,0.10394736842105264,1027902.7461277572,4540.0,-3.7430566597264265,6.0,269.0,18.0,3.6200000000000045,266,269,0.6607257457955447,18033558,18.0,2.0,False
ENSMUST00000354652.1,chr2,ENSMUSG00000054057.4,18028738,4284.664556961507,0.10394736842105264,1027902.7461277572,4540.0,-3.7430566597264265,6.0,1.0,2.0,2.9400000000000013,0,1,0.6607257457955447,18033558,2.0,3.0,False
